;Désignation;Compte;Rubrique;Emplacement;Colonne1;Code d'idenification;FOURNISSEUR;Date d'achat;Mis en service;Fin amort.;Durée;Cout d'acquisition en USD ;Taux USD / CDF ;Taux d'amortissement ;Cout d'acquisition en CDF ;mois;prorata;Amortissement 2023;Cumul Amort 2023;VNC 2023;Amortissement 2024;Cumul Amort 2024;VNC 2024;Coéfficient de Révaluation;VBR;CV;AR;CA;SA;ER;
;VOLVO;245100;Sans;OPERATION;9BVT5T527ME405396;TA/245100/2022/2001/121;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T52XME405396;TA/245100/2022/2001/122;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T520ME405353;TA/245100/2022/2001/123;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T528ME405262;TA/245100/2022/2001/124;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T528ME405424;TA/245100/2022/2001/125;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T527ME405253;TA/245100/2022/2001/126;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T528ME405388;TA/245100/2022/2001/127;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T521ME405314;TA/245100/2022/2001/128;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T525ME405414;TA/245100/2022/2001/129;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T523ME405413;TA/245100/2022/2001/130;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T521ME405393;TA/245100/2022/2001/131;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T525ME405431;TA/245100/2022/2001/132;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T529ME405383;TA/245100/2022/2001/133;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T524ME405260;TA/245100/2022/2001/134;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T26XME405390;TA/245100/2022/2001/135;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T522ME405404;TA/245100/2022/2001/136;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T52XME405263;TA/245100/2022/2001/137;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T5226ME405403;TA/245100/2022/2001/138;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T52XME405344;TA/245100/2022/2001/139;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T522ME405371;TA/245100/2022/2001/140;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T520ME405384;TA/245100/2022/2001/141;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T525ME405445;TA/245100/2022/2001/142;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T524ME405405;TA/245100/2022/2001/143;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T520ME405336;TA/245100/2022/2001/144;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
;VOLVO;245100;Sans;OPERATION;9BVT5T524ME405419;TA/245100/2022/2001/145;TRANSCO;06/03/2023;06/03/2023;06/03/2028;5,00;161 000,00;2 365,95;20,00;380 917 950,00;3;10;76 183 590,00;76 183 590,00;304 734 360,00; 	76 183 590,00 FC ; 	152 367 180,00 FC ; 	228 550 770,00 FC ;1,3;495 193 335,00;114 275 385,00;198 077 334,00;45 710 154,00;0,00;68 565 231,00;
